tweet,scores,tokens,length,absolutely_negative,very_negative,negative,neutral,positive,very_positive,perception
"b'@claudiiavega08 y yo aca empezando semestrales\xf0\x9f\xa5\xb2, que cable onda este contigo\xf0\x9f\x99\x8f'",[0 0 0 2 0 0 0 0 0 0 0],"[""b'@claudiiavega08"", 'y', 'yo', 'aca', 'empezando', 'semestrales\\xf0\\x9f\\xa5\\xb2,', 'que', 'cable', 'onda', 'este', ""contigo\\xf0\\x9f\\x99\\x8f'""]",110.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0
"b'@sevillafc @suso30oficial sorprende tanto resentimiento, en vez de felicidad, de los aficionados del mil\xc3\xa1n si tan m\xe2\x80\xa6 https://t.co/maix4xb5bn'",[ 0  0  0  0  0  1  0 -2  0 -2 -1  0  0  0 -2  0  0  0],"[""b'@sevillafc"", '@suso30oficial', 'sorprende', 'tanto', 'resentimiento,', 'en', 'vez', 'de', 'felicidad,', 'de', 'los', 'aficionados', 'del', 'mil\\xc3\\xa1n', 'si', 'tan', 'm\\xe2\\x80\\xa6', ""https://t.co/maix4xb5bn'""]",161.0,0.0,6.0,2.0,10.0,2.0,0.0,-2.0
b'rt @pablofourtyfive: \xe2\x80\x9cprofe soy cable onda \xe2\x80\x9c\nla excusa de este a\xc3\xb1o para llegar tarde a las clases virtuales \xf0\x9f\xa7\xa0',[ 0  0  0  0  0  0  0  0 -2  0  0  0  0  0 -3 -1  0  0  0],"[""b'rt"", '@pablofourtyfive:', '\\xe2\\x80\\x9cprofe', 'soy', 'cable', 'onda', '\\xe2\\x80\\x9c\\nla', 'excusa', 'de', 'este', 'a\\xc3\\xb1o', 'para', 'llegar', 'tarde', 'a', 'las', 'clases', 'virtuales', ""\\xf0\\x9f\\xa7\\xa0'""]",157.0,2.0,2.0,2.0,6.0,0.0,0.0,-2.0
"b'@veni_pegate18 ya venite amor, solo tenes que agarrar tu pasaporte y su maleta y listo, hasta de gratis te trae el\xe2\x80\xa6 https://t.co/o1bfemg0ym'",[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 -2  0 -2  0  0  0],"[""b'@veni_pegate18"", 'ya', 'venite', 'amor,', 'solo', 'tenes', 'que', 'agarrar', 'tu', 'pasaporte', 'y', 'su', 'maleta', 'y', 'listo,', 'hasta', 'de', 'gratis', 'te', 'trae', 'el\\xe2\\x80\\xa6', ""https://t.co/o1bfemg0ym'""]",153.0,0.0,4.0,0.0,6.0,0.0,0.0,-2.0
b'rt @the_jnako: cable onda eres una verga',[0 0 0 0 0 0 0],"[""b'rt"", '@the_jnako:', 'cable', 'onda', 'eres', 'una', ""verga'""]",43.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"b'rt @paoor13: el amor, indiscutiblemente, es para valientes \xe2\x9c\xa8'",[ 0  0  2  0  0 -2  0  0  0],"[""b'rt"", '@paoor13:', 'el', 'amor,', 'indiscutiblemente,', 'es', 'para', 'valientes', ""\\xe2\\x9c\\xa8'""]",74.0,0.0,2.0,0.0,6.0,0.0,2.0,-2.0
b'rt @black_memes507: profe: \xc2\xbfpor qu\xc3\xa9 sali\xc3\xb3 de clase virtual?\nyo: soy cable onda\nprofe: https://t.co/oiia2jin07',[ 0  0  0  0  0  0 -2  0  0  0  0  0  0],"[""b'rt"", '@black_memes507:', 'profe:', '\\xc2\\xbfpor', 'qu\\xc3\\xa9', 'sali\\xc3\\xb3', 'de', 'clase', 'virtual?\\nyo:', 'soy', 'cable', 'onda\\nprofe:', ""https://t.co/oiia2jin07'""]",135.0,0.0,2.0,0.0,4.0,0.0,0.0,-2.0
b'las amiguitas de mi hermana vinieron a traerle una merienda de salado y dulce por el d\xc3\xada del amigo\xf0\x9f\xa5\xba\xf0\x9f\xa5\xba\xf0\x9f\xa5\xba\xf0\x9f\x98\xbb\xf0\x9f\x98\xbb\xf0\x9f\x98\xbb mor\xc3\xad de amor',[ 0  0 -2 -3  0  0 -3  0  0  0 -2  0  0  0  0  2  0  0  0  0 -2  0],"[""b'las"", 'amiguitas', 'de', 'mi', 'hermana', 'vinieron', 'a', 'traerle', 'una', 'merienda', 'de', 'salado', 'y', 'dulce', 'por', 'el', 'd\\xc3\\xada', 'del', 'amigo\\xf0\\x9f\\xa5\\xba\\xf0\\x9f\\xa5\\xba\\xf0\\x9f\\xa5\\xba\\xf0\\x9f\\x98\\xbb\\xf0\\x9f\\x98\\xbb\\xf0\\x9f\\x98\\xbb', 'mor\\xc3\\xad', 'de', ""amor'""]",224.0,4.0,6.0,0.0,12.0,0.0,2.0,-2.0
b'cable onda destac\xc3\xa1ndose como siempre',[0 0 0 0 0],"[""b'cable"", 'onda', 'destac\\xc3\\xa1ndose', 'como', ""siempre'""]",46.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"b'rt @lamenesesk1: colombia patria m\xc3\xada, te llevo con amor en mi coraz\xc3\xb3n!! creo en t\xc3\xba destino y esper\xc3\xb3 verte siempre grande, respetada y libre\xe2\x80\xa6'",[ 0  0  0  0  0 -2  0  0  2  1 -3  0  0  1  0  0  0  0  0  0  0  0  0  0],"[""b'rt"", '@lamenesesk1:', 'colombia', 'patria', 'm\\xc3\\xada,', 'te', 'llevo', 'con', 'amor', 'en', 'mi', 'coraz\\xc3\\xb3n!!', 'creo', 'en', 't\\xc3\\xba', 'destino', 'y', 'esper\\xc3\\xb3', 'verte', 'siempre', 'grande,', 'respetada', 'y', ""libre\\xe2\\x80\\xa6'""]",182.0,2.0,2.0,0.0,8.0,4.0,2.0,2.0
b'que onda #canal13 bajo el gc (generador de caracteres) se lee clarito que no han pagado el cable jajjajja ya pueh c\xe2\x80\xa6 https://t.co/lmthtshunz',[ 0  0  0  0  2  0  0 -2  0  0  0  0  0 -1  0  0  2  0  0  0  0  0  0],"[""b'que"", 'onda', '#canal13', 'bajo', 'el', 'gc', '(generador', 'de', 'caracteres)', 'se', 'lee', 'clarito', 'que', 'no', 'han', 'pagado', 'el', 'cable', 'jajjajja', 'ya', 'pueh', 'c\\xe2\\x80\\xa6', ""https://t.co/lmthtshunz'""]",154.0,0.0,2.0,2.0,10.0,0.0,4.0,0.0
b'btw ayer me vi la pel\xc3\xadcula de amor m\xc3\xa1s pechocha que he vistooooo jueputa v\xc3\xa9anse propuesta de a\xc3\xb1o bisiesto ya',[ 0  0  2  0 -1  0 -2  2  0  0  0  2  0  0  0  0 -2  0  0  0],"[""b'btw"", 'ayer', 'me', 'vi', 'la', 'pel\\xc3\\xadcula', 'de', 'amor', 'm\\xc3\\xa1s', 'pechocha', 'que', 'he', 'vistooooo', 'jueputa', 'v\\xc3\\xa9anse', 'propuesta', 'de', 'a\\xc3\\xb1o', 'bisiesto', ""ya'""]",139.0,0.0,4.0,2.0,12.0,0.0,6.0,0.0
b'que onda est\xc3\xa1 humedad le afect\xc3\xb3 a todos los cable?? toxiiiiii toxii',[ 0  0  0  0 -2  0 -3  0 -1  0  0  0],"[""b'que"", 'onda', 'est\\xc3\\xa1', 'humedad', 'le', 'afect\\xc3\\xb3', 'a', 'todos', 'los', 'cable??', 'toxiiiiii', ""toxii'""]",84.0,2.0,2.0,2.0,8.0,0.0,0.0,-2.0
"b'@alejandroabie antes de ser novios fuimos amigos, pero nunca dejaste de ser mi mejor amigo. te amo mi amor :) hagam\xe2\x80\xa6 https://t.co/unsth074ak'",[ 0  2 -2  0  0  0  0  0  0  0 -2  0 -3  2  0 -2  2 -3  2  0  0  0],"[""b'@alejandroabie"", 'antes', 'de', 'ser', 'novios', 'fuimos', 'amigos,', 'pero', 'nunca', 'dejaste', 'de', 'ser', 'mi', 'mejor', 'amigo.', 'te', 'amo', 'mi', 'amor', ':)', 'hagam\\xe2\\x80\\xa6', ""https://t.co/unsth074ak'""]",154.0,4.0,6.0,0.0,10.0,0.0,8.0,2.0
b'@teamcableonda por favor pidan a sus colaboradores que usen mascarilla hoy tuve dar paso a un busito porque ven\xc3\xada m\xe2\x80\xa6 https://t.co/w8e73vdo2k',[ 0  0  0  0 -3  0  0  0  0  0  0  0  0  0 -3  0  0  0  0  0  0],"[""b'@teamcableonda"", 'por', 'favor', 'pidan', 'a', 'sus', 'colaboradores', 'que', 'usen', 'mascarilla', 'hoy', 'tuve', 'dar', 'paso', 'a', 'un', 'busito', 'porque', 'ven\\xc3\\xada', 'm\\xe2\\x80\\xa6', ""https://t.co/w8e73vdo2k'""]",161.0,4.0,0.0,0.0,6.0,0.0,0.0,-2.0
"b'rt @ivanduque: hoy exaltamos la dedicaci\xc3\xb3n de integrantes de la fuerza p\xc3\xbablica que, adem\xc3\xa1s de velar por la seguridad y la integridad de los\xe2\x80\xa6'",[ 0  0  0  0 -1  0 -2  0 -2 -1  0  0  0  0 -2  0  0 -1  0  0 -1  0 -2  0],"[""b'rt"", '@ivanduque:', 'hoy', 'exaltamos', 'la', 'dedicaci\\xc3\\xb3n', 'de', 'integrantes', 'de', 'la', 'fuerza', 'p\\xc3\\xbablica', 'que,', 'adem\\xc3\\xa1s', 'de', 'velar', 'por', 'la', 'seguridad', 'y', 'la', 'integridad', 'de', ""los\\xe2\\x80\\xa6'""]",175.0,0.0,8.0,8.0,16.0,0.0,0.0,-2.0
b'@masmovilayuda no entiendo a esta empresa! con pandemia y todo se hace el esfuerzo de pagar y todo el dia internet\xe2\x80\xa6 https://t.co/ahwbecdygo',[ 0 -1  0 -3 -2  0  0  0  0  0  0  0  2  0 -2  0  0  0  2 -2  0  0],"[""b'@masmovilayuda"", 'no', 'entiendo', 'a', 'esta', 'empresa!', 'con', 'pandemia', 'y', 'todo', 'se', 'hace', 'el', 'esfuerzo', 'de', 'pagar', 'y', 'todo', 'el', 'dia', 'internet\\xe2\\x80\\xa6', ""https://t.co/ahwbecdygo'""]",153.0,2.0,6.0,2.0,12.0,0.0,4.0,-2.0
"b'rt @maluch126p: #cubaeduca a sus ni\xc3\xb1os en un ambiente de tranquilidad, alegr\xc3\xada y amor. #somoscuba #somoscontinuidad https://t.co/kvpqxiviwp'",[ 0  0  0 -3  0  0  1  0  0 -2  0  0  0  0  0  0  0],"[""b'rt"", '@maluch126p:', '#cubaeduca', 'a', 'sus', 'ni\\xc3\\xb1os', 'en', 'un', 'ambiente', 'de', 'tranquilidad,', 'alegr\\xc3\\xada', 'y', 'amor.', '#somoscuba', '#somoscontinuidad', ""https://t.co/kvpqxiviwp'""]",156.0,2.0,2.0,0.0,8.0,2.0,0.0,-2.0
b'rt @pablofourtyfive: \xe2\x80\x9cprofe soy cable onda \xe2\x80\x9c\nla excusa de este a\xc3\xb1o para llegar tarde a las clases virtuales \xf0\x9f\xa7\xa0',[ 0  0  0  0  0  0  0  0 -2  0  0  0  0  0 -3 -1  0  0  0],"[""b'rt"", '@pablofourtyfive:', '\\xe2\\x80\\x9cprofe', 'soy', 'cable', 'onda', '\\xe2\\x80\\x9c\\nla', 'excusa', 'de', 'este', 'a\\xc3\\xb1o', 'para', 'llegar', 'tarde', 'a', 'las', 'clases', 'virtuales', ""\\xf0\\x9f\\xa7\\xa0'""]",157.0,2.0,2.0,2.0,6.0,0.0,0.0,-2.0
b'rt @adkinsparce: fiel creyente de que el amor por el pa\xc3\xads de uno no le tiene por que impedir criticar las cosas que obviamente est\xc3\xa1n mal. n\xe2\x80\xa6',"[ 0  0  0  0 -2  0  2  2  0  2  0 -2  0 -1 -2  0  0  0  0  0 -1  0  0  0
  0  0  0]","[""b'rt"", '@adkinsparce:', 'fiel', 'creyente', 'de', 'que', 'el', 'amor', 'por', 'el', 'pa\\xc3\\xads', 'de', 'uno', 'no', 'le', 'tiene', 'por', 'que', 'impedir', 'criticar', 'las', 'cosas', 'que', 'obviamente', 'est\\xc3\\xa1n', 'mal.', ""n\\xe2\\x80\\xa6'""]",168.0,0.0,6.0,4.0,14.0,0.0,4.0,0.0
b'ya @cwpanama esta igual de panga que cable onda tengo dias que mi servicio no sirve!! que porquer\xc3\xada \xf0\x9f\x92\xa9!',[ 0  0 -2  0 -2  0  0  0  0  0  0  0 -3  0 -1  0  0  0  0],"[""b'ya"", '@cwpanama', 'esta', 'igual', 'de', 'panga', 'que', 'cable', 'onda', 'tengo', 'dias', 'que', 'mi', 'servicio', 'no', 'sirve!!', 'que', 'porquer\\xc3\\xada', ""\\xf0\\x9f\\x92\\xa9!'""]",127.0,2.0,4.0,2.0,10.0,0.0,0.0,-2.0
"b'rt @fuaasandra: f\xc3\xadsicamente no soy un buen partido, pero risas y amor no te van a faltar.'",[ 0  0  0 -1  0  0  1  0  0  0  0  2 -1 -2  0 -3  0],"[""b'rt"", '@fuaasandra:', 'f\\xc3\\xadsicamente', 'no', 'soy', 'un', 'buen', 'partido,', 'pero', 'risas', 'y', 'amor', 'no', 'te', 'van', 'a', ""faltar.'""]",99.0,2.0,2.0,4.0,10.0,2.0,2.0,-1.0
"b'igual para las dem\xc3\xa1s, cable onda, que apoyen con servicio eficiente. https://t.co/6ylgd1ammr'",[ 0  0 -1  0  0  0  0  0  0  0  0  0],"[""b'igual"", 'para', 'las', 'dem\\xc3\\xa1s,', 'cable', 'onda,', 'que', 'apoyen', 'con', 'servicio', 'eficiente.', ""https://t.co/6ylgd1ammr'""]",102.0,0.0,0.0,2.0,4.0,0.0,0.0,-1.0
"b'@hxneyfx podemos ir al fin del mundo juntas si lo deseas, mi amor.\nla respuesta es muy obvia.'",[ 0  0  0 -1  0  0  0  0 -2 -1  0 -3  0  0 -2  0  0],"[""b'@hxneyfx"", 'podemos', 'ir', 'al', 'fin', 'del', 'mundo', 'juntas', 'si', 'lo', 'deseas,', 'mi', 'amor.\\nla', 'respuesta', 'es', 'muy', ""obvia.'""]",97.0,2.0,4.0,4.0,10.0,0.0,0.0,-2.0
b'rt @agosborquez: que onda veo las historias y ya se levant\xc3\xb3 la cuarentena o que? porque no hay nadie que hoy no se haya juntado y la verdad\xe2\x80\xa6',"[ 0  0  0  0  0 -1  0  0  0  0  0 -1  0 -2  0  0 -1  0  0  0  0 -1  0  0
  0  0 -1  0]","[""b'rt"", '@agosborquez:', 'que', 'onda', 'veo', 'las', 'historias', 'y', 'ya', 'se', 'levant\\xc3\\xb3', 'la', 'cuarentena', 'o', 'que?', 'porque', 'no', 'hay', 'nadie', 'que', 'hoy', 'no', 'se', 'haya', 'juntado', 'y', 'la', ""verdad\\xe2\\x80\\xa6'""]",161.0,0.0,2.0,10.0,14.0,0.0,0.0,-2.0
"b'rt @diego_luis_cord: un saludo a nuestro gobernador an\xc3\xadbal gaviria, se de su compromiso con el departamento y de su amor patrio. feliz dia\xe2\x80\xa6'",[ 0  0  0  0 -3  0  0  0  0  0 -2  0  0  0  2  0  0 -2  0  2  0  2  0],"[""b'rt"", '@diego_luis_cord:', 'un', 'saludo', 'a', 'nuestro', 'gobernador', 'an\\xc3\\xadbal', 'gaviria,', 'se', 'de', 'su', 'compromiso', 'con', 'el', 'departamento', 'y', 'de', 'su', 'amor', 'patrio.', 'feliz', ""dia\\xe2\\x80\\xa6'""]",160.0,2.0,4.0,0.0,14.0,0.0,6.0,1.0
b'qu\xc3\xa9 pasa con cable onda',[0 0 0 0 0],"[""b'qu\\xc3\\xa9"", 'pasa', 'con', 'cable', ""onda'""]",33.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"b'@elnegrochicho gran compa\xc3\xb1ero chicho, todo amor.'",[0 0 0 0 0 0],"[""b'@elnegrochicho"", 'gran', 'compa\\xc3\\xb1ero', 'chicho,', 'todo', ""amor.'""]",58.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
b'rt @pablofourtyfive: \xe2\x80\x9cprofe soy cable onda \xe2\x80\x9c\nla excusa de este a\xc3\xb1o para llegar tarde a las clases virtuales \xf0\x9f\xa7\xa0',[ 0  0  0  0  0  0  0  0 -2  0  0  0  0  0 -3 -1  0  0  0],"[""b'rt"", '@pablofourtyfive:', '\\xe2\\x80\\x9cprofe', 'soy', 'cable', 'onda', '\\xe2\\x80\\x9c\\nla', 'excusa', 'de', 'este', 'a\\xc3\\xb1o', 'para', 'llegar', 'tarde', 'a', 'las', 'clases', 'virtuales', ""\\xf0\\x9f\\xa7\\xa0'""]",157.0,2.0,2.0,2.0,6.0,0.0,0.0,-2.0
"b'rt @bxktoon: ""tetsu, esc\xc3\xbachame bien, el amor no existe. no te enamores jam\xc3\xa1s, no abras tu coraz\xc3\xb3n a nadie, no dejes que nadie vea dentro de\xe2\x80\xa6'","[ 0  0  0  0  0  2  2 -1  0 -1 -2  0  0 -1  0  0  0 -3  0 -1  0  0  0  0
  0  0]","[""b'rt"", '@bxktoon:', '""tetsu,', 'esc\\xc3\\xbachame', 'bien,', 'el', 'amor', 'no', 'existe.', 'no', 'te', 'enamores', 'jam\\xc3\\xa1s,', 'no', 'abras', 'tu', 'coraz\\xc3\\xb3n', 'a', 'nadie,', 'no', 'dejes', 'que', 'nadie', 'vea', 'dentro', ""de\\xe2\\x80\\xa6'""]",175.0,2.0,2.0,8.0,12.0,0.0,2.0,-2.0
"b'@resistearchivo mu21c, en el sistema de cable de nqn siempre fue canal de relleno, onda, lo ponian cuando el canal\xe2\x80\xa6 https://t.co/2wn9vev11b'",[ 0  0  1  2  0 -2  0 -2  0  0  0  0 -2  0  0 -1  0  0  2  0  0],"[""b'@resistearchivo"", 'mu21c,', 'en', 'el', 'sistema', 'de', 'cable', 'de', 'nqn', 'siempre', 'fue', 'canal', 'de', 'relleno,', 'onda,', 'lo', 'ponian', 'cuando', 'el', 'canal\\xe2\\x80\\xa6', ""https://t.co/2wn9vev11b'""]",153.0,0.0,6.0,2.0,14.0,2.0,4.0,0.0
"b'un amor como el tuyo, gracias a ti mi bisabuela, por ese amor incondicional, nos har\xc3\xa1s falta.\n\n20-07-2020 \xf0\x9f\x98\xad\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc\n\nsalm\xe2\x80\xa6 https://t.co/mbkrybxn51'",[ 0  2  0  2  0  0 -3 -1 -3  0  0  0  2  0  1  0  0  0  0],"[""b'un"", 'amor', 'como', 'el', 'tuyo,', 'gracias', 'a', 'ti', 'mi', 'bisabuela,', 'por', 'ese', 'amor', 'incondicional,', 'nos', 'har\\xc3\\xa1s', 'falta.\\n\\n20-07-2020', '\\xf0\\x9f\\x98\\xad\\xf0\\x9f\\x99\\x8c\\xf0\\x9f\\x8f\\xbc\\n\\nsalm\\xe2\\x80\\xa6', ""https://t.co/mbkrybxn51'""]",210.0,4.0,0.0,2.0,12.0,2.0,6.0,2.0
b'\xe2\x80\x9cprofe soy cable onda \xe2\x80\x9c\nla excusa de este a\xc3\xb1o para llegar tarde a las clases virtuales \xf0\x9f\xa7\xa0',[ 0  0  0  0  0  0 -2  0  0  0  0  0 -3 -1  0  0  0],"[""b'\\xe2\\x80\\x9cprofe"", 'soy', 'cable', 'onda', '\\xe2\\x80\\x9c\\nla', 'excusa', 'de', 'este', 'a\\xc3\\xb1o', 'para', 'llegar', 'tarde', 'a', 'las', 'clases', 'virtuales', ""\\xf0\\x9f\\xa7\\xa0'""]",136.0,2.0,2.0,2.0,6.0,0.0,0.0,-2.0
"b'rt @leewang74046350: #jiminpretty \nc\xc3\xb3mo es posible que ataquen de esa manera a jimin? osea... \xc2\xbfqu\xc3\xa9 hizo mal? dejenlo en paz, el no hizo nad\xe2\x80\xa6'",[ 0  0  0  0 -2  0  0  0 -2  0  0 -3  0  0  0  0  0  0  1  0  2 -1  0  0],"[""b'rt"", '@leewang74046350:', '#jiminpretty', '\\nc\\xc3\\xb3mo', 'es', 'posible', 'que', 'ataquen', 'de', 'esa', 'manera', 'a', 'jimin?', 'osea...', '\\xc2\\xbfqu\\xc3\\xa9', 'hizo', 'mal?', 'dejenlo', 'en', 'paz,', 'el', 'no', 'hizo', ""nad\\xe2\\x80\\xa6'""]",176.0,2.0,4.0,2.0,12.0,2.0,2.0,-2.0
b'rt @reyhenningham: sres. @teamcableonda @cableondanews @aigesinnovacion @acodecopma @aseppanama \nacabo de llamar por celular a la central d\xe2\x80\xa6',[ 0  0  0  0  0  0  0  0  0 -2  0  0  0 -3 -1  0  0],"[""b'rt"", '@reyhenningham:', 'sres.', '@teamcableonda', '@cableondanews', '@aigesinnovacion', '@acodecopma', '@aseppanama', '\\nacabo', 'de', 'llamar', 'por', 'celular', 'a', 'la', 'central', ""d\\xe2\\x80\\xa6'""]",155.0,2.0,2.0,2.0,6.0,0.0,0.0,-2.0
"b'rt @luzma04042407: entend\xc3\xad que:\n\nla vida sigue, con o sin amigos, con o sin amor.\n\n\xf0\x9f\x92\x99\xf0\x9f\x92\x99 https://t.co/sfgpgyuuf1'",[ 0  0  0  0  0  0  0 -2  0  0  0 -2  0  0  0],"[""b'rt"", '@luzma04042407:', 'entend\\xc3\\xad', 'que:\\n\\nla', 'vida', 'sigue,', 'con', 'o', 'sin', 'amigos,', 'con', 'o', 'sin', 'amor.\\n\\n\\xf0\\x9f\\x92\\x99\\xf0\\x9f\\x92\\x99', ""https://t.co/sfgpgyuuf1'""]",153.0,0.0,4.0,0.0,6.0,0.0,0.0,-2.0
b'\xf0\x9f\x98\xa4 a @teamcableonda porque nunca estoy cerca de la velocidad de internet que contrat\xc3\xa9? \n\ncable onda en panam\xc3\xa1: veloc\xe2\x80\xa6 https://t.co/dpwqth9vev',[ 0 -3  0  0  0  0  0 -2 -1  0 -2  0  0  0  0  0  1  0  0  0],"[""b'\\xf0\\x9f\\x98\\xa4"", 'a', '@teamcableonda', 'porque', 'nunca', 'estoy', 'cerca', 'de', 'la', 'velocidad', 'de', 'internet', 'que', 'contrat\\xc3\\xa9?', '\\n\\ncable', 'onda', 'en', 'panam\\xc3\\xa1:', 'veloc\\xe2\\x80\\xa6', ""https://t.co/dpwqth9vev'""]",185.0,2.0,4.0,2.0,10.0,2.0,0.0,-2.0
"b'rt @ivanduque: hoy queremos enviarles un saludo fraterno a los h\xc3\xa9roes de colombia. ustedes, soldados y polic\xc3\xadas, han ayudado en estos momen\xe2\x80\xa6'",[ 0  0  0  0  0  0  0  0 -3 -1  0 -2  0  0  0  0  0  0  0  1  0  0],"[""b'rt"", '@ivanduque:', 'hoy', 'queremos', 'enviarles', 'un', 'saludo', 'fraterno', 'a', 'los', 'h\\xc3\\xa9roes', 'de', 'colombia.', 'ustedes,', 'soldados', 'y', 'polic\\xc3\\xadas,', 'han', 'ayudado', 'en', 'estos', ""momen\\xe2\\x80\\xa6'""]",168.0,2.0,2.0,2.0,8.0,2.0,0.0,-2.0
b'rt @reyhenningham: sres. @teamcableonda @cableondanews @aigesinnovacion @acodecopma @aseppanama \nacabo de llamar por celular a la central d\xe2\x80\xa6',[ 0  0  0  0  0  0  0  0  0 -2  0  0  0 -3 -1  0  0],"[""b'rt"", '@reyhenningham:', 'sres.', '@teamcableonda', '@cableondanews', '@aigesinnovacion', '@acodecopma', '@aseppanama', '\\nacabo', 'de', 'llamar', 'por', 'celular', 'a', 'la', 'central', ""d\\xe2\\x80\\xa6'""]",155.0,2.0,2.0,2.0,6.0,0.0,0.0,-2.0
"b'los actos de amor no pasan, dejan en el coraz\xc3\xb3n una se\xc3\xb1al imborrable.'",[ 0  0 -2  2 -1  0  0  1  2  0  0  0  0],"[""b'los"", 'actos', 'de', 'amor', 'no', 'pasan,', 'dejan', 'en', 'el', 'coraz\\xc3\\xb3n', 'una', 'se\\xc3\\xb1al', ""imborrable.'""]",86.0,0.0,2.0,2.0,6.0,2.0,4.0,2.0
b'rt @ss_samc: antes peleaba con c&amp;w y ahora tengo que pelear con cable onda.',[0 0 2 0 0 0 0 0 0 0 0 0 0 0],"[""b'rt"", '@ss_samc:', 'antes', 'peleaba', 'con', 'c&amp;w', 'y', 'ahora', 'tengo', 'que', 'pelear', 'con', 'cable', ""onda.'""]",82.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0
"b'rt @vivanicaragua79: #41julioenvictorias | hoy despert\xc3\xa9 agradecida con la vida, xq hoy en nicaragua hay paz, hay amor, hay tranquilidad y l\xe2\x80\xa6'",[ 0  0  0  0  0  0  0  0 -1  0  0  0  1  0  0  0  0  0  0  0  0  0],"[""b'rt"", '@vivanicaragua79:', '#41julioenvictorias', '|', 'hoy', 'despert\\xc3\\xa9', 'agradecida', 'con', 'la', 'vida,', 'xq', 'hoy', 'en', 'nicaragua', 'hay', 'paz,', 'hay', 'amor,', 'hay', 'tranquilidad', 'y', ""l\\xe2\\x80\\xa6'""]",161.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0
"b'@sweetgxlden28 onda el cable est\xc3\xa1 perfecto, pero no carga! todo es dolor y bronca t juro'",[ 0  0  2  0  0  0  0 -1  0  0 -2  0  0  0 -3  0],"[""b'@sweetgxlden28"", 'onda', 'el', 'cable', 'est\\xc3\\xa1', 'perfecto,', 'pero', 'no', 'carga!', 'todo', 'es', 'dolor', 'y', 'bronca', 't', ""juro'""]",98.0,2.0,2.0,2.0,10.0,0.0,2.0,-2.0
"b'rt @ssolegario: saludos camarada,hermana y compatriota. tambi\xc3\xa9n para ud y los suyos, un saludo llenos de bendiciones,paz pero sobre todo mu\xe2\x80\xa6'",[ 0  0  0  0  0  0  0  0  0  0 -1  0  0  0  0 -2  0  0  0  0  0],"[""b'rt"", '@ssolegario:', 'saludos', 'camarada,hermana', 'y', 'compatriota.', 'tambi\\xc3\\xa9n', 'para', 'ud', 'y', 'los', 'suyos,', 'un', 'saludo', 'llenos', 'de', 'bendiciones,paz', 'pero', 'sobre', 'todo', ""mu\\xe2\\x80\\xa6'""]",161.0,0.0,2.0,2.0,6.0,0.0,0.0,-2.0
"b'@fabicai90 @cablefibertel @fibertel lo voy a probar, pero en mi caso creo que es un tema de se\xc3\xb1al, me chinga la luc\xe2\x80\xa6 https://t.co/txjflhfhjb'",[ 0  0  0 -1  0 -3  0  0  1 -3  0  0  0 -2  0  0 -2  0  2  0 -1  0  0],"[""b'@fabicai90"", '@cablefibertel', '@fibertel', 'lo', 'voy', 'a', 'probar,', 'pero', 'en', 'mi', 'caso', 'creo', 'que', 'es', 'un', 'tema', 'de', 'se\\xc3\\xb1al,', 'me', 'chinga', 'la', 'luc\\xe2\\x80\\xa6', ""https://t.co/txjflhfhjb'""]",161.0,4.0,4.0,4.0,16.0,2.0,2.0,-2.0
b'rt @auronxsea: gustabo garc\xc3\x8da sos un terrible puto y tu sociopatia una terrible mierda no te acord\xc3\x81s cuando horacio te llenaba el alma de a\xe2\x80\xa6',"[ 0  0  0  0  2  0 -2  0  0  0  0  0 -2 -3 -1 -2  0  0  0 -2  0  2  0 -2
  0]","[""b'rt"", '@auronxsea:', 'gustabo', 'garc\\xc3\\x8da', 'sos', 'un', 'terrible', 'puto', 'y', 'tu', 'sociopatia', 'una', 'terrible', 'mierda', 'no', 'te', 'acord\\xc3\\x81s', 'cuando', 'horacio', 'te', 'llenaba', 'el', 'alma', 'de', ""a\\xe2\\x80\\xa6'""]",168.0,2.0,10.0,2.0,14.0,0.0,4.0,-2.0
"b'rt @leftymiguell: mientras ustedes sufren por amor yo sufro por este internet tan malaso!!, t odio cable onda'",[ 0  0  0  0  0  0  2  0  0  0  0  0  0  0 -3 -2  0  0],"[""b'rt"", '@leftymiguell:', 'mientras', 'ustedes', 'sufren', 'por', 'amor', 'yo', 'sufro', 'por', 'este', 'internet', 'tan', 'malaso!!,', 't', 'odio', 'cable', ""onda'""]",112.0,2.0,2.0,0.0,6.0,0.0,2.0,-2.0
